tanggal,stasiun,curah_hujan,suhu,kelembapan,kecepatan_angin,arah_angin,gelombang_signifikan,arus_laut,arah_arus_laut,latitude,longitude
2024-03-08,Stasiun Meteorologi Perak 1,0.8,29.1,83.0,0.0,270,0.0,1.29848,74,-7.223150593,112.7240614
2024-03-08,Stasiun Meteorologi Maritim Tanjung Perak,1.3,29.7,81.0,0.0,270,0.0,1.29848,74,-7.204320905,112.7351022
2024-03-09,Stasiun Meteorologi Juanda,21.6,25.9,91.0,0.0,270,0.0,3.21658,137,-7.37235119,112.7816993
2024-03-09,Stasiun Meteorologi Perak 1,17.4,26.1,90.0,0.0,270,0.0,1.41467,122,-7.223150593,112.7240614
2024-03-09,Stasiun Meteorologi Maritim Tanjung Perak,16.6,26.5,88.0,0.0,270,0.0,1.41467,122,-7.204320905,112.7351022
2024-03-10,Stasiun Meteorologi Juanda,14.7,27.9,81.0,0.0,270,0.0,5.26997,128,-7.37235119,112.7816993
2024-03-10,Stasiun Meteorologi Perak 1,10.6,28.2,81.0,0.0,270,0.0,2.23298,130,-7.223150593,112.7240614
2024-03-10,Stasiun Meteorologi Maritim Tanjung Perak,8.9,28.7,78.0,0.0,270,0.0,2.23298,130,-7.204320905,112.7351022
2024-03-11,Stasiun Meteorologi Juanda,,28.7,87.0,0.0,270,0.0,5.08974,145,-7.37235119,112.7816993
2024-03-11,Stasiun Meteorologi Perak 1,0.1,28.8,82.0,0.0,270,0.0,1.84543,193,-7.223150593,112.7240614
2024-03-11,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.1,80.0,0.0,270,0.0,1.84543,193,-7.204320905,112.7351022
2024-03-12,Stasiun Meteorologi Juanda,4.2,27.3,92.0,0.0,270,0.0,6.28044,125,-7.37235119,112.7816993
2024-03-12,Stasiun Meteorologi Perak 1,9.3,27.0,91.0,0.0,270,0.0,2.21317,174,-7.223150593,112.7240614
2024-03-12,Stasiun Meteorologi Maritim Tanjung Perak,11.1,27.6,87.0,0.0,270,0.0,2.21317,174,-7.204320905,112.7351022
2024-03-13,Stasiun Meteorologi Juanda,0.1,26.8,92.0,0.0,270,0.0,10.24941,50,-7.37235119,112.7816993
2024-03-13,Stasiun Meteorologi Perak 1,2.0,26.9,89.0,0.0,270,0.0,3.2596,94,-7.223150593,112.7240614
2024-03-13,Stasiun Meteorologi Maritim Tanjung Perak,2.9,27.1,87.0,0.0,270,0.0,3.2596,94,-7.204320905,112.7351022
2024-03-14,Stasiun Meteorologi Juanda,21.2,26.6,90.0,0.0,270,0.0,5.52753,96,-7.37235119,112.7816993
2024-03-14,Stasiun Meteorologi Perak 1,11.5,26.8,88.0,0.0,270,0.0,1.82532,171,-7.223150593,112.7240614
2024-03-14,Stasiun Meteorologi Maritim Tanjung Perak,6.5,26.9,88.0,0.0,270,0.0,1.82532,171,-7.204320905,112.7351022
2024-03-15,Stasiun Meteorologi Juanda,18.0,27.6,88.0,0.0,270,0.0,7.0227,109,-7.37235119,112.7816993
2024-03-15,Stasiun Meteorologi Perak 1,6.3,27.9,84.0,0.0,270,0.0,2.55526,140,-7.223150593,112.7240614
2024-03-15,Stasiun Meteorologi Maritim Tanjung Perak,10.5,28.2,82.0,0.0,270,0.0,2.55526,140,-7.204320905,112.7351022
2024-03-16,Stasiun Meteorologi Juanda,5.7,28.7,84.0,0.0,270,0.0,7.49014,37,-7.37235119,112.7816993
2024-03-16,Stasiun Meteorologi Perak 1,3.5,28.5,81.0,0.0,270,0.0,3.432,82,-7.223150593,112.7240614
2024-03-16,Stasiun Meteorologi Maritim Tanjung Perak,3.0,28.9,79.0,0.0,270,0.0,3.432,82,-7.204320905,112.7351022
2024-03-17,Stasiun Meteorologi Juanda,0.0,28.2,83.0,0.0,270,0.0,4.45389,102,-7.37235119,112.7816993
2024-03-17,Stasiun Meteorologi Perak 1,0.6,28.3,81.0,0.0,270,0.0,2.07202,127,-7.223150593,112.7240614
2024-03-17,Stasiun Meteorologi Maritim Tanjung Perak,1.2,28.5,79.0,0.0,270,0.0,2.07202,127,-7.204320905,112.7351022
2024-03-18,Stasiun Meteorologi Juanda,0.5,28.5,79.0,0.0,270,0.0,4.72745,67,-7.37235119,112.7816993
2024-03-18,Stasiun Meteorologi Perak 1,0.8,28.4,82.0,0.0,270,0.0,2.64519,101,-7.223150593,112.7240614
2024-03-18,Stasiun Meteorologi Maritim Tanjung Perak,1.1,28.5,81.0,0.0,270,0.0,2.64519,101,-7.204320905,112.7351022
2024-03-19,Stasiun Meteorologi Juanda,,29.4,77.0,0.0,270,0.0,3.25454,44,-7.37235119,112.7816993
2024-03-19,Stasiun Meteorologi Perak 1,0.0,29.6,78.0,0.0,270,0.0,2.21233,85,-7.223150593,112.7240614
2024-03-19,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.3,75.0,0.0,270,0.0,2.21233,85,-7.204320905,112.7351022
2024-03-20,Stasiun Meteorologi Juanda,4.0,29.6,78.0,0.0,270,0.0,2.17337,82,-7.37235119,112.7816993
2024-03-20,Stasiun Meteorologi Perak 1,0.0,29.7,77.0,0.0,270,0.0,1.39546,104,-7.223150593,112.7240614
2024-03-20,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.3,74.0,0.0,270,0.0,1.39546,104,-7.204320905,112.7351022
2024-03-21,Stasiun Meteorologi Juanda,0.0,29.4,76.0,0.0,270,0.0,2.71025,25,-7.37235119,112.7816993
2024-03-21,Stasiun Meteorologi Perak 1,0.6,29.5,76.0,0.0,270,0.0,1.51745,73,-7.223150593,112.7240614
2024-03-21,Stasiun Meteorologi Maritim Tanjung Perak,,30.3,72.0,0.0,270,0.0,1.51745,73,-7.204320905,112.7351022
2024-03-22,Stasiun Meteorologi Juanda,0.0,29.8,78.0,0.0,270,0.0,1.76133,7,-7.37235119,112.7816993
2024-03-22,Stasiun Meteorologi Perak 1,0.0,30.4,74.0,0.0,270,0.0,0.35512,98,-7.223150593,112.7240614
2024-03-22,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.5,74.0,0.0,270,0.0,0.35512,98,-7.204320905,112.7351022
2024-03-23,Stasiun Meteorologi Juanda,0.0,30.2,77.0,0.0,270,0.0,2.10426,183,-7.37235119,112.7816993
2024-03-23,Stasiun Meteorologi Perak 1,0.0,30.3,74.0,0.0,270,0.0,0.99559,162,-7.223150593,112.7240614
2024-03-23,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.5,73.0,0.0,270,0.0,0.99559,162,-7.204320905,112.7351022
2024-03-24,Stasiun Meteorologi Juanda,0.0,29.6,79.0,0.0,270,0.0,2.28268,142,-7.37235119,112.7816993
2024-03-24,Stasiun Meteorologi Perak 1,0.0,29.9,75.0,0.0,270,0.0,0.91979,120,-7.223150593,112.7240614
2024-03-24,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.3,74.0,0.0,270,0.0,0.91979,120,-7.204320905,112.7351022
2024-03-25,Stasiun Meteorologi Juanda,0.0,29.5,81.0,0.0,270,0.0,1.10182,175,-7.37235119,112.7816993
2024-03-25,Stasiun Meteorologi Perak 1,0.0,29.7,76.0,0.0,270,0.0,0.42808,216,-7.223150593,112.7240614
2024-03-25,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.0,76.0,0.0,270,0.0,0.42808,216,-7.204320905,112.7351022
2024-03-26,Stasiun Meteorologi Juanda,0.5,29.6,76.0,0.0,270,0.0,3.17819,206,-7.37235119,112.7816993
2024-03-26,Stasiun Meteorologi Perak 1,0.0,30.4,71.0,0.0,270,0.0,0.87413,239,-7.223150593,112.7240614
2024-03-26,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.8,70.0,0.0,270,0.0,0.87413,239,-7.204320905,112.7351022
2024-03-27,Stasiun Meteorologi Juanda,0.0,30.6,69.0,0.0,270,0.0,1.96001,52,-7.37235119,112.7816993
2024-03-27,Stasiun Meteorologi Perak 1,0.0,31.0,65.0,0.0,270,0.0,0.70132,94,-7.223150593,112.7240614
2024-03-27,Stasiun Meteorologi Maritim Tanjung Perak,0.0,31.4,64.0,0.0,270,0.0,0.70132,94,-7.204320905,112.7351022
2024-03-28,Stasiun Meteorologi Juanda,0.0,28.1,85.0,0.0,270,0.0,1.62387,135,-7.37235119,112.7816993
2024-03-28,Stasiun Meteorologi Perak 1,0.0,29.3,76.0,0.0,270,0.0,1.55005,111,-7.223150593,112.7240614
2024-03-28,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.9,73.0,0.0,270,0.0,1.55005,111,-7.204320905,112.7351022
2024-03-29,Stasiun Meteorologi Juanda,1.5,29.6,79.0,0.0,270,0.0,1.63418,157,-7.37235119,112.7816993
2024-03-29,Stasiun Meteorologi Perak 1,,30.2,74.0,0.0,270,0.0,0.6089,125,-7.223150593,112.7240614
2024-03-29,Stasiun Meteorologi Maritim Tanjung Perak,,30.6,74.0,0.0,270,0.0,0.6089,125,-7.204320905,112.7351022
2024-03-30,Stasiun Meteorologi Juanda,0.0,30.5,76.0,0.0,270,0.0,3.41579,175,-7.37235119,112.7816993
2024-03-30,Stasiun Meteorologi Perak 1,0.2,31.3,70.0,0.0,270,0.0,0.66619,167,-7.223150593,112.7240614
2024-03-30,Stasiun Meteorologi Maritim Tanjung Perak,0.2,31.4,71.0,0.0,270,0.0,0.66619,167,-7.204320905,112.7351022
2024-03-31,Stasiun Meteorologi Juanda,,30.5,78.0,0.0,270,0.0,2.98978,142,-7.37235119,112.7816993
2024-03-31,Stasiun Meteorologi Perak 1,0.1,30.6,76.0,0.0,270,0.0,1.16696,121,-7.223150593,112.7240614
2024-03-31,Stasiun Meteorologi Maritim Tanjung Perak,7.1,31.0,75.0,0.0,270,0.0,1.16696,121,-7.204320905,112.7351022
2024-04-01,Stasiun Meteorologi Juanda,,28.7,83.0,0.0,270,0.0,2.31554,76,-7.37235119,112.7816993
2024-04-01,Stasiun Meteorologi Perak 1,0.1,29.0,81.0,0.0,270,0.0,1.3515,90,-7.223150593,112.7240614
2024-04-01,Stasiun Meteorologi Maritim Tanjung Perak,14.3,29.6,79.0,0.0,270,0.0,1.3515,90,-7.204320905,112.7351022
2024-04-02,Stasiun Meteorologi Juanda,0.5,30.0,79.0,0.0,270,0.0,1.65997,83,-7.37235119,112.7816993
2024-04-02,Stasiun Meteorologi Perak 1,2.3,29.7,80.0,0.0,270,0.0,0.95434,93,-7.223150593,112.7240614
2024-04-02,Stasiun Meteorologi Maritim Tanjung Perak,3.8,29.8,81.0,0.0,270,0.0,0.95434,93,-7.204320905,112.7351022
2024-04-03,Stasiun Meteorologi Juanda,0.0,30.4,76.0,0.0,270,0.0,1.6328,140,-7.37235119,112.7816993
2024-04-03,Stasiun Meteorologi Perak 1,8.7,29.9,76.0,0.0,270,0.0,0.62742,119,-7.223150593,112.7240614
2024-04-03,Stasiun Meteorologi Maritim Tanjung Perak,23.6,30.2,76.0,0.0,270,0.0,0.62742,119,-7.204320905,112.7351022
2024-04-04,Stasiun Meteorologi Juanda,0.5,29.4,81.0,0.0,270,0.0,1.81275,129,-7.37235119,112.7816993
2024-04-04,Stasiun Meteorologi Perak 1,1.1,29.8,78.0,0.0,270,0.0,0.85177,111,-7.223150593,112.7240614
2024-04-04,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.4,76.0,0.0,270,0.0,0.85177,111,-7.204320905,112.7351022
2024-04-05,Stasiun Meteorologi Juanda,79.5,30.1,80.0,0.0,270,0.0,2.4909,128,-7.37235119,112.7816993
2024-04-05,Stasiun Meteorologi Perak 1,70.0,29.8,78.0,0.0,270,0.0,1.19944,107,-7.223150593,112.7240614
2024-04-05,Stasiun Meteorologi Maritim Tanjung Perak,28.6,30.6,76.0,0.0,270,0.0,1.19944,107,-7.204320905,112.7351022
2024-04-06,Stasiun Meteorologi Juanda,78.5,29.9,78.0,0.0,270,0.0,2.04109,31,-7.37235119,112.7816993
2024-04-06,Stasiun Meteorologi Perak 1,29.5,30.1,79.0,0.0,270,0.0,1.36018,73,-7.223150593,112.7240614
2024-04-06,Stasiun Meteorologi Maritim Tanjung Perak,23.1,30.7,75.0,0.0,270,0.0,1.36018,73,-7.204320905,112.7351022
2024-04-07,Stasiun Meteorologi Juanda,,28.8,84.0,0.0,270,0.0,3.02272,29,-7.37235119,112.7816993
2024-04-07,Stasiun Meteorologi Perak 1,0.4,29.0,82.0,0.0,270,0.0,1.39377,69,-7.223150593,112.7240614
2024-04-07,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.8,80.0,0.0,270,0.0,1.39377,69,-7.204320905,112.7351022
2024-04-08,Stasiun Meteorologi Juanda,50.3,28.1,89.0,0.0,270,0.0,2.68531,24,-7.37235119,112.7816993
2024-04-08,Stasiun Meteorologi Perak 1,50.9,28.5,86.0,0.0,270,0.0,1.20967,66,-7.223150593,112.7240614
2024-04-08,Stasiun Meteorologi Maritim Tanjung Perak,27.2,28.7,85.0,0.0,270,0.0,1.20967,66,-7.204320905,112.7351022
2024-04-09,Stasiun Meteorologi Juanda,7.9,27.4,90.0,0.0,270,0.0,1.50733,96,-7.37235119,112.7816993
2024-04-09,Stasiun Meteorologi Perak 1,15.7,28.7,84.0,0.0,270,0.0,1.0013,93,-7.223150593,112.7240614
2024-04-09,Stasiun Meteorologi Maritim Tanjung Perak,13.4,29.2,81.0,0.0,270,0.0,1.0013,93,-7.204320905,112.7351022
2024-04-10,Stasiun Meteorologi Juanda,26.5,28.6,86.0,0.0,270,0.0,1.58082,125,-7.37235119,112.7816993
2024-04-10,Stasiun Meteorologi Perak 1,0.1,29.1,82.0,0.0,270,0.0,0.82535,104,-7.223150593,112.7240614
2024-04-10,Stasiun Meteorologi Maritim Tanjung Perak,0.8,29.4,82.0,0.0,270,0.0,0.82535,104,-7.204320905,112.7351022
2024-04-11,Stasiun Meteorologi Juanda,3.0,27.8,87.0,0.0,270,0.0,2.2595,162,-7.37235119,112.7816993
2024-04-11,Stasiun Meteorologi Perak 1,0.1,28.3,84.0,0.0,270,0.0,0.68,126,-7.223150593,112.7240614
2024-04-11,Stasiun Meteorologi Maritim Tanjung Perak,0.1,28.7,83.0,0.0,270,0.0,0.68,126,-7.204320905,112.7351022
2024-04-12,Stasiun Meteorologi Juanda,1.0,29.0,82.0,0.0,270,0.0,3.2188,186,-7.37235119,112.7816993
2024-04-12,Stasiun Meteorologi Perak 1,1.4,29.2,80.0,0.0,270,0.0,0.50254,186,-7.223150593,112.7240614
2024-04-12,Stasiun Meteorologi Maritim Tanjung Perak,1.0,29.8,76.0,0.0,270,0.0,0.50254,186,-7.204320905,112.7351022
2024-04-13,Stasiun Meteorologi Juanda,1.7,29.3,84.0,0.0,270,0.0,4.89389,191,-7.37235119,112.7816993
2024-04-13,Stasiun Meteorologi Perak 1,0.0,29.8,78.0,0.0,270,0.0,0.74283,200,-7.223150593,112.7240614
2024-04-13,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.1,78.0,0.0,270,0.0,0.74283,200,-7.204320905,112.7351022
2024-04-14,Stasiun Meteorologi Juanda,15.0,29.5,82.0,0.0,270,0.0,4.0579,202,-7.37235119,112.7816993
2024-04-14,Stasiun Meteorologi Perak 1,0.0,30.5,75.0,0.0,270,0.0,0.70711,225,-7.223150593,112.7240614
2024-04-14,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.6,74.0,0.0,270,0.0,0.70711,225,-7.204320905,112.7351022
2024-04-15,Stasiun Meteorologi Juanda,19.5,29.2,84.0,0.0,270,0.0,5.32088,202,-7.37235119,112.7816993
2024-04-15,Stasiun Meteorologi Perak 1,2.2,29.8,79.0,0.0,270,0.0,1.20959,232,-7.223150593,112.7240614
2024-04-15,Stasiun Meteorologi Maritim Tanjung Perak,5.2,30.1,77.0,0.0,270,0.0,1.20959,232,-7.204320905,112.7351022
2024-04-16,Stasiun Meteorologi Juanda,12.0,30.0,78.0,0.0,270,0.0,0.91598,202,-7.37235119,112.7816993
2024-04-16,Stasiun Meteorologi Perak 1,0.0,30.8,72.0,0.0,270,0.0,0.31984,231,-7.223150593,112.7240614
2024-04-16,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.9,72.0,0.0,270,0.0,0.31984,231,-7.204320905,112.7351022
2024-04-17,Stasiun Meteorologi Juanda,0.0,28.7,83.0,0.0,270,0.0,1.90317,182,-7.37235119,112.7816993
2024-04-17,Stasiun Meteorologi Perak 1,,29.4,79.0,0.0,270,0.0,0.3985,180,-7.223150593,112.7240614
2024-04-17,Stasiun Meteorologi Maritim Tanjung Perak,0.4,29.3,80.0,0.0,270,0.0,0.3985,180,-7.204320905,112.7351022
2024-04-18,Stasiun Meteorologi Juanda,0.0,29.5,78.0,0.0,270,0.0,1.45403,164,-7.37235119,112.7816993
2024-04-18,Stasiun Meteorologi Perak 1,0.0,29.7,75.0,0.0,270,0.0,0.40572,173,-7.223150593,112.7240614
2024-04-18,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.0,75.0,0.0,270,0.0,0.40572,173,-7.204320905,112.7351022
2024-04-19,Stasiun Meteorologi Juanda,3.0,29.9,80.0,0.0,270,0.0,0.20447,77,-7.37235119,112.7816993
2024-04-19,Stasiun Meteorologi Perak 1,4.8,29.8,78.0,0.0,270,0.0,0.25505,101,-7.223150593,112.7240614
2024-04-19,Stasiun Meteorologi Maritim Tanjung Perak,0.4,30.1,78.0,0.0,270,0.0,0.25505,101,-7.204320905,112.7351022
2024-04-20,Stasiun Meteorologi Juanda,0.0,30.1,76.0,0.0,270,0.0,3.19765,205,-7.37235119,112.7816993
2024-04-20,Stasiun Meteorologi Perak 1,0.1,30.3,75.0,0.0,270,0.0,0.531,229,-7.223150593,112.7240614
2024-04-20,Stasiun Meteorologi Maritim Tanjung Perak,0.0,31.0,73.0,0.0,270,0.0,0.531,229,-7.204320905,112.7351022
2024-04-21,Stasiun Meteorologi Juanda,28.0,28.3,86.0,0.0,270,0.0,7.3199,198,-7.37235119,112.7816993
2024-04-21,Stasiun Meteorologi Perak 1,14.6,28.3,86.0,0.0,270,0.0,1.74391,231,-7.223150593,112.7240614
2024-04-21,Stasiun Meteorologi Maritim Tanjung Perak,27.2,28.8,83.0,0.0,270,0.0,1.74391,231,-7.204320905,112.7351022
2024-04-22,Stasiun Meteorologi Juanda,1.5,29.4,80.0,0.0,270,0.0,1.39546,76,-7.37235119,112.7816993
2024-04-22,Stasiun Meteorologi Perak 1,1.6,29.7,81.0,0.0,270,0.0,0.80344,97,-7.223150593,112.7240614
2024-04-22,Stasiun Meteorologi Maritim Tanjung Perak,2.0,30.2,77.0,0.0,270,0.0,0.80344,97,-7.204320905,112.7351022
2024-04-23,Stasiun Meteorologi Juanda,5.3,28.5,87.0,0.0,270,0.0,1.50313,202,-7.37235119,112.7816993
2024-04-23,Stasiun Meteorologi Perak 1,0.0,28.5,87.0,0.0,270,0.0,0.29078,211,-7.223150593,112.7240614
2024-04-23,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.2,84.0,0.0,270,0.0,0.29078,211,-7.204320905,112.7351022
2024-04-24,Stasiun Meteorologi Juanda,2.5,28.4,89.0,0.0,270,0.0,5.71015,210,-7.37235119,112.7816993
2024-04-24,Stasiun Meteorologi Perak 1,11.7,28.5,87.0,0.0,270,0.0,1.14151,241,-7.223150593,112.7240614
2024-04-24,Stasiun Meteorologi Maritim Tanjung Perak,12.4,28.7,86.0,0.0,270,0.0,1.14151,241,-7.204320905,112.7351022
2024-04-25,Stasiun Meteorologi Juanda,4.5,26.4,96.0,0.0,270,0.0,4.28775,197,-7.37235119,112.7816993
2024-04-25,Stasiun Meteorologi Perak 1,0.4,26.7,93.0,0.0,270,0.0,0.71039,219,-7.223150593,112.7240614
2024-04-25,Stasiun Meteorologi Maritim Tanjung Perak,0.1,26.8,93.0,0.0,270,0.0,0.71039,219,-7.204320905,112.7351022
2024-04-26,Stasiun Meteorologi Juanda,11.3,29.6,82.0,0.0,270,0.0,10.09474,202,-7.37235119,112.7816993
2024-04-26,Stasiun Meteorologi Perak 1,10.0,29.4,82.0,0.0,270,0.0,3.11291,240,-7.223150593,112.7240614
2024-04-26,Stasiun Meteorologi Maritim Tanjung Perak,10.3,29.8,80.0,0.0,270,0.0,3.11291,240,-7.204320905,112.7351022
2024-04-27,Stasiun Meteorologi Juanda,2.0,30.5,77.0,0.0,270,0.0,9.04861,203,-7.37235119,112.7816993
2024-04-27,Stasiun Meteorologi Perak 1,6.5,30.8,75.0,0.0,270,0.0,2.68366,241,-7.223150593,112.7240614
2024-04-27,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.9,75.0,0.0,270,0.0,2.68366,241,-7.204320905,112.7351022
2024-04-28,Stasiun Meteorologi Juanda,,30.2,78.0,0.0,270,0.0,4.57164,200,-7.37235119,112.7816993
2024-04-28,Stasiun Meteorologi Perak 1,0.0,31.1,72.0,0.0,270,0.0,1.40323,235,-7.223150593,112.7240614
2024-04-28,Stasiun Meteorologi Maritim Tanjung Perak,0.0,31.1,73.0,0.0,270,0.0,1.40323,235,-7.204320905,112.7351022
2024-04-29,Stasiun Meteorologi Juanda,,30.1,78.0,0.0,270,0.0,1.33259,146,-7.37235119,112.7816993
2024-04-29,Stasiun Meteorologi Perak 1,0.0,30.5,74.0,0.0,270,0.0,0.57062,128,-7.223150593,112.7240614
2024-04-29,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.6,75.0,0.0,270,0.0,0.57062,128,-7.204320905,112.7351022
2024-04-30,Stasiun Meteorologi Juanda,,30.0,75.0,0.0,270,0.0,0.35355,45,-7.37235119,112.7816993
2024-04-30,Stasiun Meteorologi Perak 1,0.0,30.7,70.0,0.0,270,0.0,0.5,90,-7.223150593,112.7240614
2024-04-30,Stasiun Meteorologi Maritim Tanjung Perak,0.0,31.0,70.0,0.0,270,0.0,0.5,90,-7.204320905,112.7351022
2024-05-01,Stasiun Meteorologi Juanda,0.0,29.9,79.0,0.0,270,0.0,1.08032,77,-7.37235119,112.7816993
2024-05-01,Stasiun Meteorologi Perak 1,0.0,30.4,74.0,0.0,270,0.0,0.8535,93,-7.223150593,112.7240614
2024-05-01,Stasiun Meteorologi Maritim Tanjung Perak,2.0,30.5,74.0,0.0,270,0.0,0.8535,93,-7.204320905,112.7351022
2024-05-02,Stasiun Meteorologi Juanda,0.0,29.6,79.0,0.0,270,0.0,1.5519,195,-7.37235119,112.7816993
2024-05-02,Stasiun Meteorologi Perak 1,,30.4,73.0,0.0,270,0.0,0.63906,231,-7.223150593,112.7240614
2024-05-02,Stasiun Meteorologi Maritim Tanjung Perak,,30.5,74.0,0.0,270,0.0,0.63906,231,-7.204320905,112.7351022
2024-05-03,Stasiun Meteorologi Juanda,0.5,29.8,77.0,0.0,270,0.0,3.37298,16,-7.37235119,112.7816993
2024-05-03,Stasiun Meteorologi Perak 1,0.0,30.5,71.0,0.0,270,0.0,1.05399,58,-7.223150593,112.7240614
2024-05-03,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.6,72.0,0.0,270,0.0,1.05399,58,-7.204320905,112.7351022
2024-05-04,Stasiun Meteorologi Juanda,0.0,28.9,76.0,0.0,270,0.0,5.66929,16,-7.37235119,112.7816993
2024-05-04,Stasiun Meteorologi Perak 1,0.0,29.6,71.0,0.0,270,0.0,2.0848,60,-7.223150593,112.7240614
2024-05-04,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.8,71.0,0.0,270,0.0,2.0848,60,-7.204320905,112.7351022
2024-05-05,Stasiun Meteorologi Juanda,,28.6,77.0,0.0,270,0.0,5.46944,12,-7.37235119,112.7816993
2024-05-05,Stasiun Meteorologi Perak 1,0.0,29.5,68.0,0.0,270,0.0,1.84935,52,-7.223150593,112.7240614
2024-05-05,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.8,67.0,0.0,270,0.0,1.84935,52,-7.204320905,112.7351022
2024-05-06,Stasiun Meteorologi Juanda,,28.8,72.0,0.0,270,0.0,5.25241,14,-7.37235119,112.7816993
2024-05-06,Stasiun Meteorologi Perak 1,0.0,29.7,66.0,0.0,270,0.0,1.71924,54,-7.223150593,112.7240614
2024-05-06,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.0,66.0,0.0,270,0.0,1.71924,54,-7.204320905,112.7351022
2024-05-07,Stasiun Meteorologi Juanda,,29.5,75.0,0.0,270,0.0,1.59179,41,-7.37235119,112.7816993
2024-05-07,Stasiun Meteorologi Perak 1,,30.4,67.0,0.0,270,0.0,1.20056,88,-7.223150593,112.7240614
2024-05-07,Stasiun Meteorologi Maritim Tanjung Perak,,30.6,68.0,0.0,270,0.0,1.20056,88,-7.204320905,112.7351022
2024-05-08,Stasiun Meteorologi Juanda,,29.5,76.0,0.0,270,0.0,1.82003,196,-7.37235119,112.7816993
2024-05-08,Stasiun Meteorologi Perak 1,0.0,30.1,74.0,0.0,270,0.0,0.35511,172,-7.223150593,112.7240614
2024-05-08,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.1,75.0,0.0,270,0.0,0.35511,172,-7.204320905,112.7351022
2024-05-09,Stasiun Meteorologi Juanda,,29.8,79.0,0.0,270,0.0,4.22429,201,-7.37235119,112.7816993
2024-05-09,Stasiun Meteorologi Perak 1,9.0,30.2,74.0,0.0,270,0.0,1.09732,227,-7.223150593,112.7240614
2024-05-09,Stasiun Meteorologi Maritim Tanjung Perak,2.0,30.3,74.0,0.0,270,0.0,1.09732,227,-7.204320905,112.7351022
2024-05-10,Stasiun Meteorologi Juanda,0.0,30.2,78.0,0.0,270,0.0,7.16747,203,-7.37235119,112.7816993
2024-05-10,Stasiun Meteorologi Perak 1,0.0,30.6,73.0,0.0,270,0.0,2.24221,241,-7.223150593,112.7240614
2024-05-10,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.7,73.0,0.0,270,0.0,2.24221,241,-7.204320905,112.7351022
2024-05-11,Stasiun Meteorologi Juanda,0.1,29.8,75.0,0.0,270,0.0,9.95975,198,-7.37235119,112.7816993
2024-05-11,Stasiun Meteorologi Perak 1,1.0,30.6,71.0,0.0,270,0.0,2.84534,236,-7.223150593,112.7240614
2024-05-11,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.9,71.0,0.0,270,0.0,2.84534,236,-7.204320905,112.7351022
2024-05-12,Stasiun Meteorologi Juanda,,29.5,75.0,0.0,270,0.0,4.239,192,-7.37235119,112.7816993
2024-05-12,Stasiun Meteorologi Perak 1,,30.4,69.0,0.0,270,0.0,1.06959,218,-7.223150593,112.7240614
2024-05-12,Stasiun Meteorologi Maritim Tanjung Perak,,30.6,68.0,0.0,270,0.0,1.06959,218,-7.204320905,112.7351022
2024-05-13,Stasiun Meteorologi Juanda,0.0,29.3,76.0,0.0,270,0.0,2.15229,198,-7.37235119,112.7816993
2024-05-13,Stasiun Meteorologi Perak 1,0.0,30.2,71.0,0.0,270,0.0,0.25071,217,-7.223150593,112.7240614
2024-05-13,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.4,70.0,0.0,270,0.0,0.25071,217,-7.204320905,112.7351022
2024-05-14,Stasiun Meteorologi Juanda,,29.4,78.0,0.0,270,0.0,3.1015,180,-7.37235119,112.7816993
2024-05-14,Stasiun Meteorologi Perak 1,,30.2,70.0,0.0,270,0.0,0.73172,196,-7.223150593,112.7240614
2024-05-14,Stasiun Meteorologi Maritim Tanjung Perak,,30.5,70.0,0.0,270,0.0,0.73172,196,-7.204320905,112.7351022
2024-05-15,Stasiun Meteorologi Juanda,,29.1,74.0,0.0,270,0.0,4.82541,214,-7.37235119,112.7816993
2024-05-15,Stasiun Meteorologi Perak 1,0.0,30.0,70.0,0.0,270,0.0,0.96964,258,-7.223150593,112.7240614
2024-05-15,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.2,70.0,0.0,270,0.0,0.96964,258,-7.204320905,112.7351022
